"year" "julian.day" "wild" "river.age" "sea.age" "length" "weight" "sea.lice" "river" "country" "sex"
"6091" 2000 92 TRUE 1 2 74.3 3.12 FALSE "oir" "fr" "M"
"6134" 2003 150 TRUE 2 1 65.1 2.39 FALSE "oir" "fr" "M"
"6137" 2001 71 TRUE 3 2 79 4.16 FALSE "oir" "fr" "M"
"6149" 2014 119 FALSE 1 2 69.5 2.09 FALSE "oir" "fr" "F"
"6160" 2009 111 FALSE 1 2 76.9 3.2 FALSE "oir" "fr" "F"
"6171" 2005 135 FALSE 1 1 57.5 1.22 FALSE "oir" "fr" "M"
"6175" 2006 126 FALSE 1 3 86.8 3.81 FALSE "oir" "fr" "F"
"6178" 2015 169 FALSE 2 1 64.7 1.92 FALSE "oir" "fr" "M"
"6184" 2002 129 FALSE 1 3 95.4 5.22 FALSE "oir" "fr" "F"
"6203" 2001 81 TRUE 1 2 73.9 3.23 FALSE "oir" "fr" "F"
"6214" 2011 151 FALSE 1 1 57.2 1.22 FALSE "oir" "fr" "F"
"6223" 2002 107 TRUE 2 2 75.7 3.62 FALSE "oir" "fr" "F"
"6236" 2001 151 FALSE 1 1 63.1 1.81 FALSE "oir" "fr" "M"
"6255" 2003 102 FALSE 1 2 73.1 2.57 FALSE "oir" "fr" "F"
"6268" 2013 91 TRUE 1 3 83.2 4.87 FALSE "oir" "fr" "M"
"6278" 2013 164 TRUE 1 1 65.1 2.19 FALSE "oir" "fr" "M"
"6292" 2013 144 TRUE 2 1 64.5 2.05 FALSE "oir" "fr" "F"
"6305" 2008 115 FALSE 1 2 74.7 2.47 FALSE "oir" "fr" "F"
"6306" 2010 146 TRUE 2 1 79.1 4.21 FALSE "oir" "fr" "M"
"6307" 2016 136 TRUE 2 1 65.4 2.37 FALSE "oir" "fr" "M"
"6317" 2005 88 TRUE 1 2 81.9 4.78 TRUE "oir" "fr" "F"
"6322" 2010 111 FALSE 1 3 92.4 5.14 FALSE "oir" "fr" "F"
"6340" 2003 119 FALSE 1 2 84.5 3.95 FALSE "oir" "fr" "F"
"6343" 2013 117 TRUE 2 2 73.3 3.3 FALSE "oir" "fr" "F"
"6357" 2010 86 TRUE 2 2 75.4 3.11 FALSE "oir" "fr" "F"
"6360" 2008 156 FALSE 1 1 67.2 2.06 FALSE "oir" "fr" "M"
"6381" 2011 117 FALSE 2 3 84.4 4.54 FALSE "oir" "fr" "F"
"6387" 2006 111 TRUE 1 2 83.2 4.92 FALSE "oir" "fr" "F"
"6388" 2005 168 FALSE 1 1 66.9 2.23 FALSE "oir" "fr" "M"
"6405" 2003 99 FALSE 1 2 80.6 3.9 FALSE "oir" "fr" "F"
"6411" 2006 162 FALSE 2 1 64.2 1.62 FALSE "oir" "fr" "M"
"6423" 2006 97 TRUE 2 4 90.4 5.49 FALSE "oir" "fr" "F"
"6436" 2001 104 TRUE 2 2 79.7 NA TRUE "oir" "fr" "M"
"6441" 2015 115 TRUE 1 2 75.9 3.61 FALSE "oir" "fr" "M"
"6457" 2006 90 TRUE 1 2 86.1 4.79 FALSE "oir" "fr" "F"
"6461" 2012 175 FALSE 1 1 58.8 1.24 FALSE "oir" "fr" "M"
"6484" 2011 115 FALSE 1 3 86.5 4.67 FALSE "oir" "fr" "M"
"6495" 2014 156 FALSE 1 1 65.2 2 FALSE "oir" "fr" "M"
"6516" 2007 102 TRUE 3 2 82.3 4.49 TRUE "oir" "fr" "F"
"6536" 2017 164 FALSE 1 1 67.1 1.98 FALSE "oir" "fr" "M"
"6539" 2003 116 FALSE 1 2 76.6 2.99 FALSE "oir" "fr" "F"
"6548" 2008 103 FALSE 1 2 79.8 3.41 FALSE "oir" "fr" "M"
"6549" 2000 112 FALSE 1 2 75.1 2.61 FALSE "oir" "fr" "F"
"6551" 2001 89 FALSE 1 2 74.1 2.99 FALSE "oir" "fr" "F"
"6558" 2001 86 FALSE 1 2 77.5 3.05 FALSE "oir" "fr" "F"
"6562" 2012 98 TRUE 2 2 70.6 2.97 FALSE "oir" "fr" "F"
"6563" 2003 80 TRUE 3 2 90.2 6.06 FALSE "oir" "fr" "M"
"6578" 2009 163 FALSE 1 1 53.9 0.76 FALSE "oir" "fr" "M"
"6588" 2000 86 FALSE 1 2 84.2 4.39 FALSE "oir" "fr" "F"
"6590" 2001 107 FALSE 1 3 93.4 6.46 FALSE "oir" "fr" "F"
"6592" 2009 168 FALSE 1 1 67.9 2.17 FALSE "oir" "fr" "F"
"6593" 2006 153 TRUE 2 1 70.3 2.69 TRUE "oir" "fr" "M"
"6595" 2013 175 FALSE 2 1 58.9 1.33 FALSE "oir" "fr" "F"
"6602" 2003 170 FALSE 1 1 58.6 1.32 FALSE "oir" "fr" "F"
"6604" 2006 161 FALSE 1 1 57.4 1.31 FALSE "oir" "fr" "M"
"6605" 2007 78 TRUE 2 2 76.7 3.98 FALSE "oir" "fr" "F"
"6618" 2003 146 FALSE 1 1 67.5 1.9 FALSE "oir" "fr" "F"
"6619" 2009 133 FALSE 1 2 72.6 3.01 FALSE "oir" "fr" "F"
"6641" 2008 108 FALSE 1 2 79.4 3.28 TRUE "oir" "fr" "M"
"6643" 2004 104 FALSE 2 2 70.2 2.12 FALSE "oir" "fr" "F"
"6656" 2002 148 TRUE 2 1 71.6 3.03 FALSE "oir" "fr" "M"
"6673" 2001 99 FALSE 1 2 72.2 2.89 FALSE "oir" "fr" "F"
"6674" 2008 178 FALSE 1 1 60.8 1.71 FALSE "oir" "fr" "F"
"6680" 2000 110 FALSE 1 2 75.4 2.99 FALSE "oir" "fr" "F"
"6690" 2009 105 TRUE 1 3 86.4 4.59 FALSE "oir" "fr" "F"
"6696" 2002 109 FALSE 2 2 74.2 2.75 FALSE "oir" "fr" "F"
"6706" 2012 178 FALSE 2 1 63.3 1.63 FALSE "oir" "fr" "F"
"6721" 2006 99 FALSE 2 2 78.2 2.94 FALSE "oir" "fr" "M"
"6725" 2015 111 TRUE 2 2 84.7 5.6 TRUE "oir" "fr" "F"
"6750" 2004 159 TRUE 2 1 57.9 1.4 FALSE "oir" "fr" "M"
"6765" 2011 110 FALSE 2 2 80.9 3.47 FALSE "oir" "fr" "F"
"6767" 2011 98 TRUE 2 2 75.5 4.18 FALSE "oir" "fr" NA
"6788" 2010 137 FALSE 1 2 74.3 3.02 FALSE "oir" "fr" "F"
"6801" 2006 109 TRUE 2 2 76.4 3.4 FALSE "oir" "fr" "F"
"6817" 2011 99 TRUE 2 2 90 5.35 FALSE "oir" "fr" "M"
"6825" 2000 110 FALSE 1 3 91 5.2 FALSE "oir" "fr" "F"
"6854" 2005 95 TRUE 3 3 86.9 5.69 FALSE "oir" "fr" "F"
"6856" 2013 154 TRUE 2 1 62.6 1.92 FALSE "oir" "fr" "F"
"6860" 2002 88 TRUE 1 3 93.3 6.47 TRUE "oir" "fr" "M"
"6862" 2004 157 FALSE 1 1 57.4 1.39 FALSE "oir" "fr" "M"
"6886" 2002 152 FALSE 1 1 69.7 2.33 FALSE "oir" "fr" "F"
"6894" 2011 104 FALSE 1 2 78.1 3.01 FALSE "oir" "fr" "F"
"6909" 2002 112 TRUE 2 2 86.6 5.58 FALSE "oir" "fr" "F"
"6922" 2000 152 FALSE 2 1 68 2.07 FALSE "oir" "fr" "M"
"6943" 2003 138 TRUE 1 1 62.4 2.14 FALSE "oir" "fr" "M"
"6966" 2001 109 FALSE 1 2 79.5 3.11 FALSE "oir" "fr" "F"
"6969" 2015 173 FALSE 2 1 72.2 2.45 FALSE "oir" "fr" "F"
"6970" 2009 111 TRUE 1 2 81.9 4.43 FALSE "oir" "fr" "F"
"6974" 2003 112 FALSE 1 2 87.2 3.91 FALSE "oir" "fr" "F"
"6975" 2014 152 FALSE 1 1 61.2 2.07 FALSE "oir" "fr" "F"
"6977" 2001 111 FALSE 1 2 79.3 3.99 TRUE "oir" "fr" "F"
"6984" 2004 121 FALSE 2 2 75.2 3.11 FALSE "oir" "fr" "F"
"6992" 2013 120 FALSE 1 3 85 3.54 TRUE "oir" "fr" "F"
"6995" 2007 150 FALSE 1 1 63.6 1.53 FALSE "oir" "fr" "M"
"7001" 2005 150 FALSE 1 1 66.4 2.61 FALSE "oir" "fr" "M"
"7011" 2001 120 FALSE 1 2 79.6 3.01 FALSE "oir" "fr" "F"
"7013" 2016 156 FALSE 1 1 60.5 1.41 TRUE "oir" "fr" "M"
"7019" 2006 160 FALSE 1 1 66.2 2.03 FALSE "oir" "fr" "M"
"7022" 2007 136 TRUE 2 1 63.2 2.12 TRUE "oir" "fr" "F"
"7048" 2002 153 FALSE 1 1 66.3 2.02 FALSE "oir" "fr" "M"
"7068" 2006 147 TRUE 2 1 71.6 2.79 FALSE "oir" "fr" "M"
"7094" 2011 165 FALSE 1 1 61.5 1.64 FALSE "oir" "fr" "F"
"7105" 2000 147 FALSE 1 1 69.2 2.09 FALSE "oir" "fr" "M"
"7109" 2006 87 TRUE 1 2 70.7 2.65 FALSE "oir" "fr" "F"
"7124" 2004 101 FALSE 2 2 80.2 4.34 FALSE "oir" "fr" "M"
"7132" 2005 153 FALSE 2 1 66.4 2.03 FALSE "oir" "fr" "F"
"NA.3" NA NA NA NA NA NA NA NA NA NA NA
"7161" 2015 153 TRUE 1 1 60.1 1.64 FALSE "oir" "fr" "M"
"7164" 2014 155 FALSE 1 1 56.6 1.29 FALSE "oir" "fr" "F"
"7170" 2015 153 TRUE 2 1 69 2.55 FALSE "oir" "fr" "M"
"7172" 2006 92 TRUE 1 2 82.8 5.18 FALSE "oir" "fr" "F"
"7173" 2003 112 FALSE 2 3 78.8 3.37 FALSE "oir" "fr" "M"
"7175" 2012 109 TRUE 1 2 72.6 3.25 FALSE "oir" "fr" "F"
"7185" 2011 119 FALSE 1 2 79.8 3.17 FALSE "oir" "fr" "F"
"7196" 2006 151 FALSE 1 1 68 2.31 FALSE "oir" "fr" "M"
"7207" 2015 98 TRUE 1 4 92.3 5.91 FALSE "oir" "fr" "F"
"7234" 2003 148 FALSE 1 1 72.1 2.37 FALSE "oir" "fr" "M"
"7237" 2017 104 TRUE 2 2 75.9 3.07 FALSE "oir" "fr" "F"
"7248" 2004 107 FALSE 1 2 83.2 3.76 FALSE "oir" "fr" "F"
"7255" 2004 89 FALSE 1 3 79.3 4.08 FALSE "oir" "fr" "F"
"7303" 2000 105 FALSE 1 2 83.4 4.06 TRUE "oir" "fr" "M"
"7305" 2010 95 TRUE 3 2 71.3 3.17 FALSE "oir" "fr" "F"
"7307" 2004 145 FALSE 1 1 65.4 1.76 FALSE "oir" "fr" "F"
"7326" 2010 102 FALSE 1 2 75.3 2.49 TRUE "oir" "fr" "F"
"7328" 2005 88 FALSE 1 2 75.9 2.99 FALSE "oir" "fr" "F"
"7352" 2009 159 FALSE 1 1 74.9 2.56 FALSE "oir" "fr" "M"
"7372" 2000 104 FALSE 1 2 81.3 3.68 FALSE "oir" "fr" "F"
"7378" 2012 93 TRUE 1 2 66.3 2.45 TRUE "oir" "fr" "F"
"7381" 2004 98 TRUE 1 2 72 3.14 FALSE "oir" "fr" "F"
"7407" 2001 95 FALSE 1 2 80.2 3.09 TRUE "oir" "fr" "F"
"7418" 2013 119 FALSE 1 3 89.9 4.92 TRUE "oir" "fr" "F"
"7431" 2004 111 FALSE 1 2 74.1 2.45 FALSE "oir" "fr" "F"
"7445" 2013 153 TRUE 2 1 67.2 2.17 FALSE "oir" "fr" "M"
"7452" 2014 132 FALSE 2 4 95.4 5.6 FALSE "oir" "fr" "F"
"7468" 2006 136 TRUE 1 1 67.6 2.72 FALSE "oir" "fr" "F"
"7481" 2012 103 TRUE 1 2 76.3 3.51 FALSE "oir" "fr" "F"
"7500" 2015 159 FALSE 1 1 67.8 2.56 FALSE "oir" "fr" "M"
"7508" 2003 152 TRUE 2 1 55.7 1.64 FALSE "oir" "fr" "M"
"7510" 2013 114 TRUE 2 2 77.1 3.89 FALSE "oir" "fr" "F"
"7529" 2001 149 FALSE 1 1 64.6 1.57 FALSE "oir" "fr" "F"
"7548" 2016 164 FALSE 1 1 63.3 1.58 FALSE "oir" "fr" "M"
"7552" 2001 113 FALSE 2 2 75 2.63 TRUE "oir" "fr" "F"
"7556" 2000 142 TRUE 2 1 68.2 2.87 FALSE "oir" "fr" "F"
"7558" 2002 113 FALSE 1 2 88.3 4.79 TRUE "oir" "fr" "F"
"7565" 2000 70 TRUE 1 2 82.5 3.87 FALSE "oir" "fr" "M"
"7579" 2005 78 TRUE 1 4 93 6.68 FALSE "oir" "fr" "M"
"7587" 2004 177 FALSE 1 1 64.9 1.69 FALSE "oir" "fr" "M"
"7601" 2007 121 FALSE 1 2 80.9 3.01 FALSE "oir" "fr" "F"
"7618" 2013 161 TRUE 2 1 59 1.68 FALSE "oir" "fr" "M"
"7623" 2006 85 TRUE 3 2 77.1 3.8 FALSE "oir" "fr" "F"
"7624" 2013 125 FALSE 1 4 87.4 4.71 FALSE "oir" "fr" "F"
"7627" 2003 115 FALSE 2 3 89.6 4.63 FALSE "oir" "fr" "M"
"7643" 2017 168 FALSE 1 1 59 1.44 FALSE "oir" "fr" "M"
"7671" 2005 98 TRUE 3 2 76.7 3.67 FALSE "oir" "fr" "F"
"7684" 2010 164 FALSE 1 1 65.1 1.81 FALSE "oir" "fr" "F"
"7689" 2001 163 FALSE 1 1 66.1 1.95 FALSE "oir" "fr" "M"
"7719" 2001 89 TRUE 2 2 78.3 3.79 FALSE "oir" "fr" "M"
"7722" 2004 156 TRUE 2 1 72.1 3.23 FALSE "oir" "fr" "M"
"7731" 2012 139 TRUE 2 1 57.5 1.54 FALSE "oir" "fr" "M"
"7741" 2004 115 FALSE 2 2 81.2 3.29 FALSE "oir" "fr" "F"
"7746" 2001 89 TRUE 3 2 74.9 3.24 FALSE "oir" "fr" "F"
"7798" 2015 172 FALSE 1 1 75.9 2.87 FALSE "oir" "fr" "F"
"7823" 2005 95 TRUE 2 2 82.4 4.11 FALSE "oir" "fr" "F"
"7843" 2005 115 FALSE 1 2 78.4 3.36 FALSE "oir" "fr" "F"
"7868" 2007 122 FALSE 1 2 78.1 3.52 FALSE "oir" "fr" "F"
"7869" 2007 82 TRUE 1 2 76.1 4 FALSE "oir" "fr" "M"
"7870" 2005 116 FALSE 2 2 76.7 3.58 TRUE "oir" "fr" "F"
"7874" 2001 84 FALSE 1 2 88 4.38 FALSE "oir" "fr" "F"
"7875" 2017 150 TRUE 1 1 65.2 2.02 FALSE "oir" "fr" "F"
"7880" 2016 166 FALSE 1 1 67.1 2.03 FALSE "oir" "fr" "M"
"7883" 2000 94 FALSE 1 2 86.2 4.38 FALSE "oir" "fr" "M"
"7889" 2002 104 FALSE 1 3 93.8 4.88 FALSE "oir" "fr" "M"
"7895" 2003 97 TRUE 1 4 102.4 8.2 TRUE "oir" "fr" "F"
"7899" 2002 150 FALSE 1 1 77.6 2.97 FALSE "oir" "fr" "M"
"7922" 2013 114 FALSE 1 2 71.3 2.44 FALSE "oir" "fr" "F"
"7928" 2001 111 FALSE 2 2 83.9 3.91 TRUE "oir" "fr" "F"
"7939" 2001 94 FALSE 1 2 78.7 3.18 FALSE "oir" "fr" "F"
"7946" 2011 93 TRUE 1 2 75.5 2.78 FALSE "oir" "fr" "F"
"7950" 2013 154 FALSE 2 1 64.3 1.93 FALSE "oir" "fr" "M"
"7956" 2008 120 FALSE 1 3 87.6 5.11 FALSE "oir" "fr" "F"
"7967" 2001 142 TRUE 3 1 69.6 2.78 FALSE "oir" "fr" "F"
"7981" 2003 147 FALSE 1 1 61.3 1.57 FALSE "oir" "fr" "M"
"7993" 2005 113 FALSE 1 3 90.1 5.76 TRUE "oir" "fr" "F"
"7998" 2001 153 FALSE 1 1 67.3 2.27 FALSE "oir" "fr" "F"
"8000" 2002 99 FALSE 1 2 66.1 2.13 FALSE "oir" "fr" "M"
"8001" 2001 77 TRUE 1 3 91.3 7.65 FALSE "oir" "fr" "M"
"8017" 2002 116 FALSE 2 2 78.6 3.69 FALSE "oir" "fr" "M"
"8021" 2004 98 TRUE 1 2 78 3.21 FALSE "oir" "fr" "F"
"8042" 2013 147 TRUE 1 1 64.2 2.16 FALSE "oir" "fr" "F"
"8056" 2015 126 FALSE 1 3 93.3 5.02 FALSE "oir" "fr" "M"
"8072" 2016 168 TRUE 1 1 60.4 2.02 FALSE "oir" "fr" "M"
"8082" 2008 147 TRUE 2 1 68.7 2.79 FALSE "oir" "fr" "M"
"8084" 2001 98 FALSE 1 4 98.6 6.8 FALSE "oir" "fr" "F"
"8094" 2005 108 FALSE 1 3 84.3 3.5 FALSE "oir" "fr" "F"
"8162" 2013 172 FALSE 2 1 67.2 2.14 FALSE "oir" "fr" "F"
"8181" 2004 84 FALSE 1 4 91.1 5.73 FALSE "oir" "fr" "F"
"8187" 2011 160 TRUE 2 1 66.3 2.27 FALSE "oir" "fr" "M"
"8188" 2013 148 TRUE 1 1 70.8 2.71 FALSE "oir" "fr" "M"
"8207" 2001 95 FALSE 2 4 94 6.86 FALSE "oir" "fr" "F"
"8212" 2011 108 FALSE 2 4 87.4 4.62 FALSE "oir" "fr" "M"
"8215" 2005 122 FALSE 1 2 74.6 2.76 FALSE "oir" "fr" "F"
"8227" 2016 157 TRUE 2 1 63.6 2.11 FALSE "oir" "fr" "F"
"8236" 2012 97 TRUE 1 2 70.9 3.45 TRUE "oir" "fr" "M"
"8242" 2012 151 TRUE 3 1 63.3 1.81 FALSE "oir" "fr" "F"
"8247" 2000 95 TRUE 1 2 73.6 3.12 FALSE "oir" "fr" "F"
"8257" 2008 97 FALSE 1 2 76.1 2.73 FALSE "oir" "fr" "M"
"8258" 2003 116 FALSE 1 2 78.2 3.36 FALSE "oir" "fr" "F"
"8274" 2005 98 TRUE 2 2 93.4 6.02 FALSE "oir" "fr" "F"
"8310" 2008 172 FALSE 1 1 64.6 1.65 FALSE "oir" "fr" "M"
"8327" 2001 98 TRUE 2 3 86.9 5.72 FALSE "oir" "fr" "F"
"8335" 2010 135 TRUE 1 1 66.8 2.62 FALSE "oir" "fr" "F"
"8345" 2012 168 FALSE 1 1 63.8 2.02 FALSE "oir" "fr" "F"
"8347" 2006 135 TRUE 2 1 66.8 2.74 FALSE "oir" "fr" "M"
"8348" 2006 124 FALSE 1 2 74 3.2 FALSE "oir" "fr" "F"
"8352" 2008 98 FALSE 1 2 78.3 2.64 FALSE "oir" "fr" "M"
"8355" 2017 108 TRUE 1 3 80.2 4.01 FALSE "oir" "fr" "F"
"8356" 2005 128 TRUE 2 1 71.2 2.81 FALSE "oir" "fr" "M"
"8357" 2017 171 FALSE 1 1 58.7 1.1 FALSE "oir" "fr" "F"
"8358" 2008 177 FALSE 1 1 53.1 1.06 FALSE "oir" "fr" "M"
"8379" 2000 154 FALSE 2 1 65 1.73 FALSE "oir" "fr" "F"
"8384" 2011 111 FALSE 1 3 84.3 4.71 TRUE "oir" "fr" "F"
"8389" 2005 87 TRUE 1 2 81.9 5.61 FALSE "oir" "fr" "F"
"8392" 2000 71 TRUE 2 3 90.7 6.31 FALSE "oir" "fr" "F"
"8397" 2001 101 TRUE 2 2 73.9 3.44 TRUE "oir" "fr" "F"
"8421" 2000 96 FALSE 1 3 92.9 5.52 FALSE "oir" "fr" "F"
"8430" 2002 165 FALSE 1 1 63.9 1.53 FALSE "oir" "fr" "F"
"8446" 2004 140 FALSE 2 1 59.1 1.32 FALSE "oir" "fr" "F"
"8450" 2004 94 TRUE 1 2 74.7 2.94 FALSE "oir" "fr" "F"
"8453" 2004 113 FALSE 2 2 76.9 2.65 FALSE "oir" "fr" "F"
"8456" 2001 109 FALSE 1 2 70.2 2.25 FALSE "oir" "fr" "F"
"8457" 2015 175 TRUE 2 1 57.2 1.83 FALSE "oir" "fr" "F"
"8465" 2014 102 TRUE 1 4 85.7 4.24 FALSE "oir" "fr" "F"
"8466" 2012 104 TRUE 2 4 88.6 5.69 FALSE "oir" "fr" "M"
"8477" 2011 123 FALSE 1 2 82 3.34 FALSE "oir" "fr" "F"
"8482" 2000 94 FALSE 1 2 78.9 NA FALSE "oir" "fr" "M"
"8486" 2000 112 FALSE 1 2 84.7 3.77 TRUE "oir" "fr" "F"
"8489" 2001 142 TRUE 2 1 74.3 3.26 TRUE "oir" "fr" "F"
"8491" 2016 179 FALSE 1 1 65.5 1.97 TRUE "oir" "fr" "M"
"8506" 2010 153 FALSE 1 1 64.6 2.01 FALSE "oir" "fr" "F"
"8529" 2002 102 FALSE 1 4 91.9 4.67 FALSE "oir" "fr" "F"
"8553" 2003 89 TRUE 2 2 78.2 4.13 FALSE "oir" "fr" "F"
"8557" 2003 144 TRUE 2 1 65 2.24 FALSE "oir" "fr" "M"
"8567" 2000 155 FALSE 1 1 66.2 2.02 FALSE "oir" "fr" "M"
"8574" 2002 122 FALSE 1 2 86.7 5.23 FALSE "oir" "fr" "F"
"8587" 2006 114 TRUE 1 2 74.7 3.25 FALSE "oir" "fr" "M"
"8600" 2004 148 FALSE 1 1 64 1.7 FALSE "oir" "fr" "F"
"8603" 2003 154 FALSE 2 1 67.5 1.92 FALSE "oir" "fr" "M"
"8623" 2003 121 FALSE 1 2 86 4.78 FALSE "oir" "fr" "F"
"8654" 2002 82 TRUE 2 2 74.5 3 FALSE "oir" "fr" "F"
"8674" 2002 84 FALSE 1 2 81.3 3.63 TRUE "oir" "fr" "F"
"8686" 2005 125 FALSE 1 3 85.5 4.56 TRUE "oir" "fr" "M"
"8696" 2008 111 FALSE 1 2 79.7 3.59 FALSE "oir" "fr" "F"
"8700" 2010 130 FALSE 1 3 88.3 5.11 FALSE "oir" "fr" "M"
"8710" 2006 117 FALSE 1 3 93.3 5.37 FALSE "oir" "fr" "M"
"8736" 2001 106 FALSE 1 2 84.8 3.81 FALSE "oir" "fr" "F"
"8765" 2007 116 FALSE 1 2 79.2 3.33 FALSE "oir" "fr" "M"
"8772" 2011 111 FALSE 1 4 94 5.61 FALSE "oir" "fr" "F"
"8776" 2009 160 FALSE 1 1 62.9 1.71 FALSE "oir" "fr" "F"
"8779" 2003 93 FALSE 1 3 83.4 3.96 FALSE "oir" "fr" "F"
"8787" 2011 107 TRUE 2 3 89.4 5.85 FALSE "oir" "fr" "M"
"8794" 2010 122 FALSE 2 2 77.1 3.12 TRUE "oir" "fr" "M"
"8804" 2005 122 FALSE 1 2 87.5 3.71 TRUE "oir" "fr" "M"
"8831" 2009 152 TRUE 3 1 65.1 2.45 FALSE "oir" "fr" "F"
"8832" 2005 92 TRUE 2 2 76.7 3.44 FALSE "oir" "fr" "F"
"8834" 2002 115 FALSE 1 3 91.2 4.65 FALSE "oir" "fr" "F"
"8850" 2014 160 FALSE 1 1 64.8 2.14 FALSE "oir" "fr" "F"
"8854" 2005 105 TRUE 1 2 83.3 4.64 TRUE "oir" "fr" "F"
"8868" 2001 99 TRUE 2 2 81.5 4.11 FALSE "oir" "fr" "F"
"8872" 2001 112 FALSE 2 3 89.9 4.39 FALSE "oir" "fr" "F"
"8906" 2011 102 TRUE 1 3 85.5 4.87 FALSE "oir" "fr" "F"
"8915" 2002 105 FALSE 1 2 85.7 4.32 FALSE "oir" "fr" "F"
"8922" 2001 95 FALSE 1 2 74.4 2.48 FALSE "oir" "fr" "F"
"8923" 2014 174 FALSE 1 1 61.7 1.52 FALSE "oir" "fr" "M"
"8937" 2000 122 FALSE 2 2 83.3 3.64 FALSE "oir" "fr" "F"
"8949" 2011 101 TRUE 2 2 79.1 5.27 FALSE "oir" "fr" "F"
"8953" 2013 96 TRUE 1 2 75.6 3.52 FALSE "oir" "fr" "F"
"NA.4" NA NA NA NA NA NA NA NA NA NA NA
"8956" 2004 125 FALSE 1 2 72 2.53 FALSE "oir" "fr" "F"
"8978" 2014 170 FALSE 1 1 70.4 2.53 FALSE "oir" "fr" "M"
"8988" 2009 105 TRUE 3 3 79.1 3.68 FALSE "oir" "fr" "F"
"8996" 2014 114 TRUE 3 2 74.5 3.26 FALSE "oir" "fr" "F"
"9006" 2006 106 FALSE 1 2 81.3 3.85 FALSE "oir" "fr" "M"
"9028" 2007 169 FALSE 2 1 65.2 1.69 FALSE "oir" "fr" "F"
"9037" 2017 158 FALSE 2 1 63.7 1.47 FALSE "oir" "fr" "M"
"9057" 2005 151 FALSE 1 1 68.8 1.92 FALSE "oir" "fr" "M"
"9065" 2001 97 TRUE 1 2 78.2 3.97 FALSE "oir" "fr" "F"
"9079" 2010 93 TRUE 2 2 78.3 3.74 FALSE "oir" "fr" "F"
"9081" 2003 88 TRUE 1 2 76.8 3.79 FALSE "oir" "fr" "F"
"9098" 2000 109 FALSE 1 3 86.8 3.85 FALSE "oir" "fr" "F"
"9110" 2008 130 FALSE 1 2 70.7 2.3 FALSE "oir" "fr" "F"
"9126" 2009 111 TRUE 1 2 82.2 4.35 FALSE "oir" "fr" "F"
"9131" 2010 123 FALSE 1 4 95.3 5.3 FALSE "oir" "fr" "F"
"9133" 2008 131 TRUE 2 1 66.3 2.84 FALSE "oir" "fr" "F"
"9140" 2012 123 FALSE 1 3 92.3 5.62 FALSE "oir" "fr" "F"
"9144" 2000 79 TRUE 2 2 79.4 3.85 FALSE "oir" "fr" "F"
"9159" 2000 152 FALSE 1 1 67 2.24 TRUE "oir" "fr" "M"
"9165" 2008 165 FALSE 1 1 63.2 1.51 FALSE "oir" "fr" "M"
"9171" 2002 151 FALSE 1 1 71.5 2.31 FALSE "oir" "fr" "M"
"9182" 2000 113 FALSE 1 2 86.2 4.23 FALSE "oir" "fr" "F"
"9190" 2004 156 TRUE 1 1 67.8 2.55 FALSE "oir" "fr" "M"
"9193" 2004 165 FALSE 1 1 66.2 2.05 FALSE "oir" "fr" "M"
"9208" 2012 155 TRUE 2 1 59.2 1.78 FALSE "oir" "fr" "M"
"9213" 2001 106 TRUE 3 3 92.2 6.47 TRUE "oir" "fr" "F"
"9217" 2009 94 TRUE 2 2 74.3 3.02 FALSE "oir" "fr" "F"
"9227" 2005 112 FALSE 1 3 83.9 4.27 FALSE "oir" "fr" "F"
"9247" 2011 155 TRUE 1 1 64.1 1.87 FALSE "oir" "fr" "F"
"9255" 2017 172 FALSE 1 1 55.2 0.99 FALSE "oir" "fr" "F"
"9261" 2007 122 FALSE 1 3 83.4 3.61 FALSE "oir" "fr" "F"
"9264" 2005 106 FALSE 1 4 92.2 4.76 FALSE "oir" "fr" "M"
"9265" 2004 104 TRUE 2 2 80.2 4.62 FALSE "oir" "fr" "F"
"9274" 2008 94 TRUE 2 2 74.1 3.41 TRUE "oir" "fr" "M"
"9279" 2001 106 FALSE 1 3 78.3 3.31 FALSE "oir" "fr" "M"
"9283" 2001 109 FALSE 1 2 78.8 3.88 FALSE "oir" "fr" "F"
"9300" 2006 101 TRUE 1 2 75.8 3.14 FALSE "oir" "fr" "F"
"9319" 2002 148 TRUE 2 1 80.6 4.62 TRUE "oir" "fr" "F"
"9375" 2008 108 TRUE 1 2 79.3 4.07 FALSE "oir" "fr" "F"
"9379" 2006 151 FALSE 2 1 65 1.96 FALSE "oir" "fr" "M"
"9388" 2004 92 TRUE 1 2 82.2 5.08 FALSE "oir" "fr" "M"
"9415" 2000 154 FALSE 1 1 68.9 2.47 TRUE "oir" "fr" "F"
"9424" 2005 127 FALSE 3 2 80.3 4.1 FALSE "oir" "fr" "F"
"9429" 2002 112 FALSE 1 3 83.9 3.89 FALSE "oir" "fr" "F"
"9430" 2002 106 FALSE 1 2 79.6 3.38 FALSE "oir" "fr" "F"
"9444" 2008 143 TRUE 1 1 69.4 2.88 FALSE "oir" "fr" "M"
"9446" 2004 143 FALSE 1 1 70.2 2.26 FALSE "oir" "fr" "F"
"9447" 2006 95 TRUE 3 2 78.3 4.05 TRUE "oir" "fr" "F"
"9458" 2001 78 TRUE 2 3 81.9 4.93 FALSE "oir" "fr" "F"
